,id,musicMeta.musicId,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.playUrl,webVideoUrl,diggCount,shareCount,playCount,commentCount
38,7006694664724122881,6952235736812750850,Cứ Chill Thôi (DJ TuSo & LEA Remix),Chillies & Suni Hạ Linh & Rhymastic,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dec7f7cce681453daf20aed3e778ca86,https://www.tiktok.com/@kikakiim/video/7006694664724122881,4000000,8606,30100000,19500
39,7022248055625846018,7022248003805137665,オリジナル楽曲 - ISSEI/将来有名になる男,ISSEI/将来有名になる男,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7022247991247457026.mp3,https://www.tiktok.com/@issei0806/video/7022248055625846018,4000000,20500,52000000,7064
40,7004113176463822086,6719933750727150342,Senza filtro (prod. Macs),Loomy,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6d9def651a0840d0be08189eabf53299,https://www.tiktok.com/@kylethomas/video/7004113176463822086,3900000,9573,42700000,14900
41,7010588113550527750,6612273081807440645,Original Sound,Unknown,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1614324694131717,https://www.tiktok.com/@bernardofeta/video/7010588113550527750,3800000,523700,78900000,43100
42,7019596189859368198,6586947002464996102,Oh No,Kreepa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9d4ba025fbb541578bca83b158770608,https://www.tiktok.com/@lazydogyy/video/7019596189859368198,3600000,289300,28200000,25400
43,7011675395690892549,7002902049679592219,Life Goes On,Oliver Tree,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4c4d7f7be76a46db8ab73b83fc564bc9,https://www.tiktok.com/@animals.side/video/7011675395690892549,3600000,113200,33900000,28600
44,6991878974716628230,6985364249161812762,Simple Dimple x Look at me now,Kuya Magik,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6985364205230639899.mp3,https://www.tiktok.com/@mks.vision/video/6991878974716628230,3600000,29500,41600000,32000
45,6998917930721266946,6998917870386170625,오리지널 사운드 - 원정맨 WonJeong,원정맨 WonJeong,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6998917851881048833.mp3,https://www.tiktok.com/@ox_zung/video/6998917930721266946,3600000,19300,65000000,34200
46,7017494748231404806,7007480461333187333,somebodys watching me,🍒,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7007480582733138694.mp3,https://www.tiktok.com/@charlidamelio/video/7017494748231404806,3500000,8446,25200000,51400
47,7013069423275773185,6977562309870749697,In Da Getto,J. Balvin & Skrillex,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/53d12ea5cbb640e49152d5c317e517be,https://www.tiktok.com/@valeriyabearwolf/video/7013069423275773185,3200000,32200,50800000,11500
48,7014006324551748869,7003748238368967426,Bolehhh,BEKZAT BIGELDI,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7003748185080974081.mp3,https://www.tiktok.com/@__.khaby.lame.__/video/7014006324551748869,3200000,33900,47500000,21100
